bookID,isbn13,title,authors,average_rating,language_code,  num_pages,ratings_count,text_reviews_count,Date
23206,9780312286217,A Writer's Workbook: Daily Exercises for the Writing Life,Caroline Sharp/Elizabeth Gilbert,3.72,eng,176,152,16,2002-06-14
23217,9780060525125,Size 14 Is Not Fat Either (Heather Wells  #2),Meg Cabot,3.83,eng,344,27424,1038,2006-11-28
23218,9780060874308,Missing You (1-800-Where-R-You  #5),Meg Cabot,4.17,eng,268,11056,366,2006-12-26
23219,9780060851989,Queen of Babble (Queen of Babble  #1),Meg Cabot,3.69,eng,309,60787,1693,2006-05-23
23220,9780060525118,Size 12 Is Not Fat (Heather Wells  #1),Meg Cabot,3.74,eng,345,75856,2408,2005-12-27
23221,9780060880125,How to Be Popular,Meg Cabot,3.55,eng,288,19363,876,2006-08-31
23222,9780060847180,Valentine Princess (The Princess Diaries  #7.75),Meg Cabot,3.67,eng,96,9517,219,2006-12-12
23224,9780060725143,Darkest Hour (The Mediator  #4),Meg Cabot,4.17,eng,316,30471,671,2004-12-28
23226,9780060085445,She Went All the Way,Meg Cabot,3.7,eng,357,12470,441,2002-12-03
23227,9780375828461,Are We There Yet?,David Levithan,3.49,eng,215,3089,281,2005-07-12
23228,9780375832994,Boy Meets Boy,David Levithan,3.84,eng,185,59799,3373,2005-05-10
23229,9780439890281,This Is Push: New Stories from the Edge,David Levithan/Patricia McCormick/Matthue Roth/Kevin Waltman/Samantha Schutz/Coe Booth/Eddie de Oliveira/Tanuja Desai Hidier/Kevin Brooks/Chris Wooding/Markus Zusak/Brian James/Kristen Kemp/Eireann Corrigan/Christopher Krovatin/Billy Merrell,3.63,eng,240,223,23,2007-02-01
23232,9780375836572,The Realm of Possibility,David Levithan,3.93,eng,210,14625,1190,2006-05-09
23233,9780439087308,Ten Things I Hate about You,David Levithan,4.11,eng,170,1435,65,1999-06-01
23235,9780439736466,Where We Are  What We See: The Best Young Writers and Artists in America,David Levithan,3.76,eng,288,41,0,2005-05-01
23236,9780505524744,Aphrodite's Passion (Superhero Central #2),Julie Kenner,3.62,eng,352,534,33,2002-04-01
23237,9780743496148,The Manolo Matrix (Codebreaker Trilogy #2),Julie Kenner,3.62,eng,352,651,34,2006-02-01
23238,9780505523976,The Cat's Fancy,Julie Kenner,3.57,eng,391,244,27,2000-08-01
23239,9780425215388,Demons Are Forever (Demon-Hunting Soccer Mom  #3),Julie Kenner,3.89,eng,292,2368,162,2007-07-03
23240,9780505525093,Aphrodite's Secret (Superhero Central #3),Julie Kenner,3.7,eng,369,410,20,2003-05-06
23242,9780425213919,The Good Ghouls' Guide to Getting Even (Beth Frasier #1),Julie Kenner,3.59,eng,256,901,73,2007-04-03
23243,9780505525758,Aphrodite's Flame (Superhero Central #4),Julie Kenner,3.67,eng,338,385,16,2004-08-01
23244,9780515142211,Carpe Demon (Demon-Hunting Soccer Mom  #1),Julie Kenner,3.64,eng,320,4811,585,2006-10-31
23249,9781931520119,Perfect Circle,Sean Stewart,3.8,eng,243,679,69,2004-06-01
23257,9780192893222,The Great Philosophers: An Introduction to Western Philosophy,Bryan Magee/Myles Burnyeat/Martha C. Nussbaum/Anthony Kenny/Bernard Williams/Anthony Quinton/Michael  Ayres/John Passmore/Geoffrey Warnock/Peter Singer/Frederick Charles Copleston/J. P. Stern/Hubert L. Dreyfus/Sidney Morgenbesser/A.J. Ayer/John Rogers Searle,4.07,eng,352,359,18,2001-01-18
23260,9780192854179,Talking Philosophy: Dialogues with Fifteen Leading Philosophers,Bryan Magee/Isaiah Berlin/Charles Taylor/Herbert Marcuse/William Barrett/Anthony Quinton/A.J. Ayer/Bernard Williams/R. M. Hare/Willard Van Orman Quine/John Rogers Searle/Noam Chomsky/Hilary Putnam/Ronald Dworkin/Iris Murdoch/Ernest Gellner,4.06,eng,288,24,4,2001-10-18
23261,9780751333329,The Story of Philosophy: A Concise Introduction to the World's Greatest Thinkers and Their Ideas,Bryan Magee,4.14,eng,240,518,45,2005-11-01
23265,9780472064847,Feminist Measures: Soundings in Poetry and Theory,Lynn Keller/Lynn Keller,4.4,en-US,424,5,0,1994-12-14
23276,9780198284543,Taxation of Mineral Rents,Ross Garnaut,5,eng,350,1,0,1983-11-17
23290,9780393978513,Dubliners,James Joyce/Margot Norris/Hans Walter Gabler/Walter Hettche,3.85,eng,369,789,51,2006-02-01
23292,9780140247749,Dubliners: Text  Criticism  and Notes,James Joyce/Robert Scholes/A. Walton Litz,3.85,eng,492,331,32,1996-08-01
23293,9780060789565,Dubliners,James Joyce/Frank McCourt/Donal Donnelly/Ciaran Hinds/Colm Meaney/Malachy McCourt,3.85,eng,8,53,11,2005-05-10
23297,9780764537158,CliffsNotes on Joyce's Dubliners (Cliffs Notes),Adam  Sexton/G. Tubach,3.4,eng,80,5,2,2003-04-25
23300,9780439774383,The Door to Time (Ulysses Moore  #1),Pierdomenico Baccalario/Iacopo Bruno/Laura Zuccotti/Leah D. Janeczko/Beth Dunfey,3.93,eng,239,3099,241,2006-01-01
23303,9780060590154,Ulysses S. Grant: The Unlikely Hero,Michael Korda,3.87,eng,176,432,44,2004-09-28
23307,9780805069495,Ulysses S. Grant,Josiah Bunting/Arthur M. Schlesinger Jr.,3.89,eng,208,445,40,2004-09-08
23310,9780807840894,Allusions in Ulysses: An Annotated List,Weldon Thornton,4.04,eng,563,22,2,1982-09-20
23314,9780750937252,Ulysses Found,Ernle Bradford,4.07,eng,238,38,8,2005-02-01
23315,9781904148456,The Scandal of Ulysses: The Life And Afterlife of a Twentieth Century Masterpiece,Bruce Arnold,3.82,eng,346,12,0,2005-11-15
23316,9780312274924,Round Ireland with a Fridge,Tony Hawks,3.79,en-US,248,15191,838,2001-03-07
23318,9780971500761,Discovery of the Presence of God: Devotional Nonduality,David R. Hawkins,4.61,en-US,296,186,11,2007-06-28
23319,9780971500747,Transcending the Levels of Consciousness: The Stairway to Enlightenment,David R. Hawkins,4.51,eng,407,461,29,2006-06-28
23322,9780964326194,The Eye of the I: From Which Nothing is Hidden,David R. Hawkins,4.38,eng,432,752,37,2001-06-23
23331,9780299178000,Letters to J. D. Salinger,Chris Kubica/Chris Kubica,3.5,eng,270,26,1,2002-03-04
23336,9780791056646,J.D. Salinger's Catcher in the Rye (Modern Critical Interpretations),Harold Bloom,3.58,eng,176,18,2,2000-12-31
23352,9780812416114,Lord of the Flies,William Golding,3.68,en-US,208,479,57,1959-07-01
23377,9780689835612,Where Is Baby's Mommy? (A Lift-the-Flap Book),Karen Katz,4.15,eng,14,434,28,2001-04-01
23378,9780689849251,Counting Christmas,Karen Katz,3.53,eng,32,154,26,2003-10-01
23391,9780345461612,Running from the Deity (Pip & Flinx #11),Alan Dean Foster,3.81,eng,280,1045,26,2006-11-28
23392,9780345461278,Lost and Found,Alan Dean Foster,3.68,eng,256,722,65,2005-05-31
23393,9780345418685,Reunion (Pip & Flinx #8),Alan Dean Foster,3.87,eng,352,1366,33,2002-02-26
23398,9780727852663,The Dig,Alan Dean Foster,3.4,eng,336,2,0,1998-01-01
23404,9780380793471,Regarding the Fountain: A Tale  in Letters  of Liars and Leaks,Kate Klise/M. Sarah Klise,4.2,eng,144,3208,306,1999-03-09
23410,9780743518369,Pimsleur German Level 1 CD: [Lessons 1-30],Pimsleur Language Programs,4.23,eng,16,58,10,2010-04-01
23418,9780375424434,The Architecture of Happiness,Alain de Botton,3.86,eng,280,7101,540,2006-10-03
23419,9780679779179,The Consolations of Philosophy,Alain de Botton,4.01,en-US,265,13499,812,2001-04-03
23420,9780679779155,How Proust Can Change Your Life,Alain de Botton,3.76,eng,208,10270,877,1998-04-28
23421,9780312155612,Kiss & Tell,Alain de Botton,3.56,eng,258,828,46,1997-05-15
23423,9780140276619,The Consolations of Philosophy,Alain de Botton,4.01,eng,272,763,70,2001-03-01
23425,9780375725357,Status Anxiety,Alain de Botton,3.91,eng,306,7957,535,2005-05-10
23426,9780802142405,On Love,Alain de Botton,3.98,eng,194,11297,853,2006-01-06
23438,9781573229715,Miracle at St. Anna,James   McBride,3.74,en-US,336,2141,303,2003-01-07
23439,9783426612781,Die Farbe von Wasser,James   McBride,4.09,ger,317,38,1,2001-02-01
23453,9780786930678,Dragons of Winter Night (Dragonlance: Chronicles #2),Margaret Weis/Tracy Hickman,4.12,en-US,361,424,20,2003-07-01
23454,9781932796780,Dragons of Winter Night (Dragonlance: Chronicles  #2),Margaret Weis/Tracy Hickman,4.12,eng,358,35536,401,2007-04-10
23460,9780441012596,Dragon's Treasure,Elizabeth A. Lynn,3.54,eng,336,170,11,2005-09-27
23461,9780743498098,Watchtower (Chronicles of Tornor  #1),Elizabeth A. Lynn,3.57,eng,224,646,35,2004-12-01
23468,9781400032389,Letters to a Young Artist,Anna Deavere Smith,4.02,eng,240,543,50,2006-01-24
23475,9781583332054,The Hip Chick's Guide to Macrobiotics: A Philosophy for Achieving a Radiant Mind and a Fabulous Body,Jessica Porter/Michio Kushi,3.69,eng,289,424,53,2004-09-09
23479,9780613046886,La casa en Mango Street,Sandra Cisneros/Elena Poniatowska,3.63,spa,110,35,5,1994-10-18
23491,9780791063378,Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),Harold Bloom/Terry Southern/David H. Goldsmith/James Lundquist/Lawrence R. Broer/Peter J. Reed/Loree Rackstraw/William S. Doxey/Jerome Klinkowitz/Richard Giannone/John L. Simons/Leonard Mustazza/Zoltan Ab di-Nagy/Peter Freese/Wendy B. Faris,4.35,eng,258,14,2,2002-06-15
23492,9780143039600,The Dharma Bums,Jack Kerouac/Ann  Douglas,3.92,eng,187,2055,172,2007-04-05
23503,9780307335852,The Alchemist's Daughter,Katharine McMahon,3.25,eng,346,3565,451,2006-10-24
23504,9781421507668,The Art of Fullmetal Alchemist: The Anime,Hiromu Arakawa/Akira Watanabe/Eric Searleman,4.44,eng,96,266,8,2006-10-17
23506,9781421508382,Fullmetal Alchemist  Vol. 11 (Fullmetal Alchemist  #11),Hiromu Arakawa/Akira Watanabe,4.59,eng,192,7655,129,2007-01-16
23512,9780131445963,Astronomy Today,Eric Chaisson/Steve McMillan,3.99,eng,2,128,4,2004-07-26
23515,9780764584657,Astronomy For Dummies,Stephen P. Maran,3.84,eng,318,285,27,2005-05-06
23516,9780471265184,Astronomy: A Self-Teaching Guide,Dinah L. Moché,3.89,eng,343,113,10,2004-02-24
23517,9780131871656,Astronomy: A Beginner's Guide to the Universe,Eric Chaisson/Steve McMillan,3.88,eng,499,159,8,2006-02-24
23518,9780471409762,Bad Astronomy,Philip Plait,4.04,eng,277,5247,234,2002-03-05
23520,9780500251218,The Complete World of Greek Mythology,Richard Buxton,4.24,eng,256,1598,46,2004-06-28
23521,9780446607254,Mythology: Timeless Tales of Gods and Heroes,Edith Hamilton,4,eng,330,1747,192,1999-08-01
23522,9780316341516,Mythology,Edith Hamilton/Steele Savage,4,eng,497,35634,1552,1998-09-14
23524,9780375714627,Mythology: The DC Comics Art of Alex Ross,Alex Ross/Geoff Spear/Chip Kidd,4.33,eng,320,1994,37,2005-11-08
23525,9780195153828,Norse Mythology: A Guide to the Gods  Heroes  Rituals  and Beliefs,John Lindow,4.11,eng,365,1107,33,2002-10-17
23526,9780517588376,Classic Myths to Read Aloud: The Great Stories of Greek and Roman Mythology  Specially Arranged for Children Five and Up by an Educational Expert,William F. Russell,4.12,eng,272,249,44,1992-04-28
23533,9781857880786,Snapshots From Hell: The Making Of An MBA,Peter M. Robinson,3.7,en-US,296,582,43,2005-04-26
23545,9780805413991,Watchmen on the Walls,Hannah Hurnard,4.02,eng,184,39,6,1998-03-01
23547,9780446691864,America (The Book): A Citizen's Guide to Democracy Inaction  (Teacher's Edition),Jon   Stewart/Scott C. Jacobson,4.02,en-GB,227,1827,116,2006-09-25
23548,9780684849300,The Children's Book of America,William J. Bennett/Michael Hague,4.19,en-US,112,95,13,1998-11-02
23549,9780439050135,The Journal of Scott Pendleton Collins: A World War 2 Soldier,Walter Dean Myers,3.96,eng,140,1132,181,1999-06-01
23552,9780762412631,The New Big Book of America,Todd Davis/Marc Frey,5,eng,56,2,1,2002-03-21
23558,9780226182001,Awake in the Dark: The Best of Roger Ebert,Roger Ebert/David Bordwell,4.2,eng,512,416,30,2006-09-15
23563,9780836282894,"Ebert's ""Bigger"" Little Movie Glossary",Roger Ebert/Ray Ebert,3.87,en-US,228,82,9,2005-12-03
23573,9780836279290,The Perfect London Walk,Roger Ebert/Daniel Curley/Jack Lane,4.26,eng,123,40,6,1986-01-01
23576,9780452287679,The Truth with Jokes,Al Franken,3.86,eng,386,7469,201,2006-10-01
23577,9780452285217,Lies & the Lying Liars Who Tell Them: A Fair & Balanced Look at the Right,Al Franken,3.81,en-US,421,25235,723,2004-07-27
23581,9780743251006,"Still More George W. Bushisms: ""Neither in French nor in English nor in Mexican""",Jacob Weisberg/Al Franken,3.37,eng,96,56,11,2003-11-04
23582,9780553470949,You're Good Enough  You're Smart Enough  & Doggone It  People Like You!,Al Franken,3.89,en-US,0,18,0,1992-10-01
23584,9780440504702,I'm Good Enough  I'm Smart Enough  & Doggone It  People Like Me!,Al Franken/Melody Beattie/Stuart Smalley,3.82,en-US,352,359,35,1992-10-01
23588,9780618083619,J.R.R. Tolkien: Artist and Illustrator,Wayne G. Hammond/Christina Scull/J.R.R. Tolkien,4.14,en-US,224,8140,32,2000-10-18
23589,9780618391134,The J.R.R. Tolkien Companion and Guide,Christina Scull/Wayne G. Hammond,4.64,eng,2264,45,0,2006-11-02
23591,9780618894642,The Children of Húrin,J.R.R. Tolkien/Christopher Tolkien/Alan  Lee,3.97,eng,313,2681,225,2007-04-17
23596,9780345458568,Tales Before Tolkien: The Roots of Modern Fantasy,Douglas A. Anderson/Frank R. Stockton/Ludwig Tieck/Richard Garnett/H. Rider Haggard/Andrew Lang/William Hope Hodgson/E.A. Wyke-Smith/David  Lindsay/Clemence Housman/George MacDonald/Arthur Machen/A. Merritt/L. Frank Baum/Kenneth Morris/William Morris/James Branch Cabell/Lord Dunsany/Francis Stevens/E.H. Knatchbull-Hugessen/E. Nesbit,3.93,eng,528,1130,42,2005-11-29
23598,9780618391028,The J.R.R. Tolkien Companion and Guide  Volume 1: Chronology,Christina Scull/Wayne G. Hammond,4.51,eng,1002,40,2,2006-11-02
23600,9780395606490,Sauron Defeated: The History of The Lord of the Rings  Part Four (The History of Middle-Earth  #9),J.R.R. Tolkien/Christopher Tolkien,4.01,eng,496,2572,41,1992-10-27
23601,9780618391011,The J.R.R. Tolkien Companion and Guide  Volume 2: Reader's Guide,Wayne G. Hammond/Wayne G. Hammond,4.46,eng,1262,31,2,2006-11-02
23603,9780007149124,Tales from the Perilous Realm,J.R.R. Tolkien,4.08,eng,178,3242,162,2002-09-02
23608,9780898708257,Tolkien: Man and Myth: A Literary Life,Joseph Pearce,4.05,eng,256,467,31,2001-12-01
23617,9780007149117,Roverandom,J.R.R. Tolkien/Christina Scull/Wayne G. Hammond,3.87,eng,116,8775,413,2002-09-02
23625,9780007137435,The History of Middle-Earth Index (The History of Middle-Earth  #13),J.R.R. Tolkien/Christopher Tolkien,4.25,eng,484,51,3,2002-08-05
23627,9780261102255,The Lost Road and Other Writings (The History of Middle-earth  #5),J.R.R. Tolkien/Christopher Tolkien,3.97,eng,455,97,10,2002-06-05
23637,9781403969736,Tolkien's Modern Middle Ages,Jane Chance/Alfred Siewers,3.62,eng,264,16,2,2005-11-19
23640,9780618422531,Understanding The Lord of the Rings: The Best of Tolkien Criticism,Rose A. Zimbardo/Neil D. Isaacs,4.02,eng,304,2067,17,2005-05-12
23643,9782266102711,Faërie,J.R.R. Tolkien/Francis Ledoux,3.54,fre,217,89,2,2003-11-20
23653,9780261103306,The Hobbit  or  There and Back Again,J.R.R. Tolkien/Alan  Lee,4.27,eng,289,559,55,1997-09-15
23685,9781421505077,Ranma 1/2  Vol. 36 (Ranma ½ (US 2nd)  #36),Rumiko Takahashi,4.14,eng,182,863,33,2006-11-01
23686,9781569319628,Ranma ½  Vol. 1 (Ranma ½ (US 2nd)  #1),Rumiko Takahashi,4.15,eng,304,29058,309,2003-05-07
23689,9781421505060,Ranma 1/2  Vol. 35 (Ranma ½ (US 2nd)  #35),Rumiko Takahashi,4.1,eng,208,752,13,2006-08-08
23692,9781421505053,Ranma 1/2  Vol. 34 (Ranma ½ (US 2nd)  #34),Rumiko Takahashi,4.08,eng,182,782,13,2006-05-01
23693,9781591161295,Ranma 1/2  Vol. 7 (Ranma ½ (US 2nd)  #7),Rumiko Takahashi,4.13,eng,184,1392,39,2004-02-04
23697,9781591164845,Mermaid Saga  Vol. 2,Rumiko Takahashi,4.05,eng,208,92,3,2004-09-21
23700,9780380815593,The Mermaids Singing,Lisa Carey,3.77,en-US,288,1859,231,2001-11-06
23703,9781421502793,Maison Ikkoku  Volume 15 (Maison Ikkoku  #15),Rumiko Takahashi,4.36,en-US,208,257,11,2006-02-14
23704,9781421501420,Maison Ikkoku  Volume 14 (Maison Ikkoku  #14),Rumiko Takahashi,4.3,eng,240,245,6,2005-12-13
23706,9781591168690,Maison Ikkoku  Volume 12 (Maison Ikkoku  #12),Rumiko Takahashi,4.27,eng,323,250,3,2005-08-09
23707,9781591163190,Maison Ikkoku  Volume 5 (Maison Ikkoku  #5),Rumiko Takahashi,4.22,en-US,208,300,5,2004-06-02
23708,9781591164227,Maison Ikkoku  Volume 6 (Maison Ikkoku  #6),Rumiko Takahashi,4.19,en-US,208,291,4,2004-08-17
23709,9781591168041,Maison Ikkoku  Volume 11 (Maison Ikkoku  #11),Rumiko Takahashi,4.28,eng,232,252,4,2005-06-07
23710,9781591166177,Maison Ikkoku  Volume 9 (Maison Ikkoku  #9),Rumiko Takahashi,4.19,en-US,232,272,4,2005-02-09
23717,9781569312063,Rumic World Trilogy  Volume 3 (Rumic World Trilogy  #3),Rumiko Takahashi,3.88,eng,192,69,1,1997-11-05
23720,9781591163527,Nausicaä of the Valley of the Wind  Vol. 4 (Nausicaä of the Valley of the Wind  #4),Hayao Miyazaki/David Lewis/Toren Smith/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers,4.59,eng,134,1956,38,2004-06-02
23721,9781591163541,Nausicaä of the Valley of the Wind  Vol. 6 (Nausicaä of the Valley of the Wind  #6),Hayao Miyazaki/Matt Thorn/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers,4.62,eng,159,1776,33,2004-08-10
23722,9781591164128,Nausicaä of the Valley of the Wind  Vol. 5 (Nausicaä of the Valley of the Wind  #5),Hayao Miyazaki/Matt Thorn/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers,4.61,eng,151,1904,28,2004-06-30
23724,9781591163558,Nausicaä of the Valley of the Wind  Vol. 7 (Nausicaä of the Valley of the Wind  #7),Hayao Miyazaki/Matt Thorn/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers,4.61,eng,223,1716,79,2004-09-07
23734,9782723433921,Nausicaä De La Vallée Du Vent  Tome 4,Hayao Miyazaki,4.59,fre,144,29,2,2001-06-12
23740,9782723433914,Nausicaä de la vallée du vent  tome 3,Hayao Miyazaki,4.56,fre,144,32,3,2001-02-20
23751,9780897330596,Homer's Daughter,Robert Graves,3.81,en-US,283,416,34,2005-08-30
23753,9781401210823,The Absolute Sandman  Volume One,Neil Gaiman/Mike Dringenberg/Chris Bachalo/Michael Zulli/Kelly Jones/Charles Vess/Colleen Doran/Malcolm Jones III/Steve Parkhouse/Daniel Vozzo/Lee Loughridge/Steve Oliff/Todd Klein/Dave McKean/Sam Kieth,4.65,eng,612,15640,512,2006-11-01
23754,9781563892271,Preludes & Nocturnes (The Sandman  #1),Neil Gaiman/Sam Kieth/Mike Dringenberg/Malcolm Jones III/Todd Klein/Karen  Berger,4.24,eng,233,171841,3781,1998-12-01
23756,9780801870569,Berlin Diary: The Journal of a Foreign Correspondent 1934-1941,William L. Shirer/Gordon A. Craig,4.29,eng,627,3574,198,2002-04-17
23757,9781585672790,This Is Berlin: Reporting from Nazi Germany 1938-40,William L. Shirer/John Keegan/Inga Shirer Dean,4.24,en-US,478,155,5,2002-05-30
23758,9781841581224,The Nightmare Years: 1930-40 (20th Century Journey  #2),William L. Shirer,4.24,eng,654,844,41,2008-03-05
23763,9780306805622,The Collapse of the Third Republic,William L. Shirer,4.21,eng,1082,531,40,1994-03-21
23774,9780312321192,Something Borrowed (Darcy & Rachel  #1),Emily Giffin,3.85,en-US,322,24522,4032,2005-04-01
23777,9780843947250,Something Borrowed  Something Blue,Elaine Barbieri/Constance O'Banyon/Evelyn Rogers/Bobbi Smith,3.94,eng,394,17,1,2000-06-01
23784,9780451530370,The Major Plays,Anton Chekhov/Ann Dunnigan/Rosamund Bartlett/Robert Brustein,4.18,eng,406,102,16,2006-12-05
23785,9780393048858,The Complete Plays,Anton Chekhov/Laurence Senelick,4.47,eng,1060,222,12,2006-01-03
23788,9780393924657,Anton Chekhov's Selected Plays,Anton Chekhov/Laurence Senelick,4.01,eng,674,97,10,2004-10-25
23790,9780393090024,Short Stories,Anton Chekhov/Ralph E. Matlaw,4.35,eng,384,2633,105,1979-04-17
23791,9781593080037,Ward No. 6 and Other Stories,Anton Chekhov/David Plante/Constance Garnett,4.33,en-US,400,6988,173,2003-07-01
23793,9780312862176,The Dark Descent,David G. Hartwell/Clive Barker/Ray Bradbury/John Collier/Shirley Jackson/Stephen King/Joyce Carol Oates,4.25,eng,1011,1991,65,1997-01-15
23796,9780812509663,The Medusa in the Shield,David G. Hartwell/Robert Aickman/Charlotte Perkins Gilman/William Faulkner/Robert Smythe Hichens/Richard Matheson/Joanna Russ/Dennis Etchison/D.H. Lawrence/Tanith Lee/Flannery O'Connor/Ramsey Campbell/Thomas M. Disch/Henry James/Theodore Sturgeon/Clive Barker/Edgar Allan Poe/Stephen King/Michael  Bishop/H.P. Lovecraft/J. Sheridan Le Fanu,3.88,eng,498,49,6,1991-11-15
23797,9780812509670,A Fabulous  Formless Darkness,David G. Hartwell/Fritz Leiber/Fitz-James O'Brien/Shirley Jackson/Ambrose Bierce/Edith Wharton/Algernon Blackwood/Thomas M. Disch/Robert Aickman/Philip K. Dick/Gene Wolfe/Charles Dickens/Stephen King/Joyce Carol Oates/Walter de la Mare/Ivan Turgenev/Robert W. Chambers/Oliver Onions,4.18,eng,608,31,5,1992-01-15
23799,9780246136671,The Dark Descent  Vol 1: The Color of Evil,David G. Hartwell,4.12,eng,304,2,0,1990-09-19
23801,9780143036975,Bargaining for Advantage: Negotiation Strategies for Reasonable People,G. Richard Shell,3.95,en-US,320,4560,85,2006-05-02
23802,9780140281910,Bargaining for Advantage: Negotiation Strategies for Reasonable People,G. Richard Shell,3.95,eng,304,37,1,2000-06-01
23809,9781850522317,The Silence of the Lambs and Red Dragon,Thomas  Harris,4.48,eng,534,293,9,1991-11-01
23811,9780851708713,The Silence of the Lambs,Yvonne Tasker,4.27,eng,96,510,14,2002-03-29
23814,9780812966299,King Solomon's Mines (Allan Quatermain  #1),H. Rider Haggard,3.8,eng,264,34623,1168,2002-12-10
23816,9780698117976,Mine  All Mine!: A Book About Pronouns,Ruth Heller,4.09,en-US,48,117,24,1999-10-01
23818,9780756611774,A Faith Like Mine,Laura Buller/D.K. Publishing,3.91,eng,80,50,19,2005-08-15
23824,9781880216620,Speaks the Nightbird (Matthew Corbett  #1),Robert R. McCammon,4.13,en-US,726,145,31,2002-09-01
23827,9780393306958,The Bishop's Boys: A Life of Wilbur and Orville Wright,Tom D. Crouch,4.17,eng,608,143,28,2003-04-17
23832,9780399532979,The Insomnia Answer: A Personalized Program for Identifying and Overcoming the Three Types of Insomnia,Paul Glovinsky/Art Spielman,3.93,en-US,272,47,13,2006-12-05
23835,9780387222523,Cognitive Behavioral Treatment of Insomnia: A Session-By-Session Guide,Michael L. Perlis/Carla Jungquist/Michael T. Smith,4.05,eng,182,2,1,2005-06-01
23837,798499100096,Healing Therapies for Overcoming Insomnia,Peter  Van Houten/Rich McCord,3.6,eng,175,8,1,2005-02-23
23840,9780843954111,The Attraction,Douglas Clegg,3.62,eng,324,386,34,2006-04-01
23841,9780843951776,Nightmare House (Harrow House  #1),Douglas Clegg,3.36,en-GB,340,971,101,2004-05-01
23843,9780843954104,The Abandoned (Harrow House  #4),Douglas Clegg,3.45,eng,370,229,23,2005-05-01
23845,9780843945805,The Nightmare Chronicles,Douglas Clegg,3.75,en-US,360,409,32,1999-09-01
23846,9780843947663,Mischief (Harrow House  #2),Douglas Clegg,3.49,eng,359,385,29,2000-09-01
23847,9781881475712,Purity (Dark Coming of Age  #1),Douglas Clegg,3.79,eng,118,99,12,2000-06-02
23848,9780843951424,The Hour Before Dark,Douglas Clegg,3.76,eng,370,1034,78,2003-09-01
23849,9780843944396,The Halloween Man,Douglas Clegg,3.36,eng,360,583,71,1998-10-01
23856,9780393324143,The Sisters: The Saga of the Mitford Family,Mary S. Lovell,3.97,eng,611,8132,589,2003-05-20
23859,9781582344720,Soldiers of Salamis,Javier Cercas/Anne McLean,3.81,eng,213,429,71,2005-01-10
23870,9780026995016,Spandau: The Secret Diaries,Albert Speer,4.13,eng,463,6,2,1976-02-05
23875,9780307350435,El coronel no tiene quien le escriba,Gabriel García Márquez,3.75,spa,104,19205,711,2006-02-07
23876,9780517405093,Of Love and Other Demons,Gabriel García Márquez,3.98,eng,160,35045,1116,1995-05-02
23877,9780307350503,Noticia de un secuestro,Gabriel García Márquez,3.85,spa,336,1444,80,2006-02-07
23878,9781400034710,Chronicle of a Death Foretold,Gabriel García Márquez/Gregory Rabassa,3.97,eng,120,69912,2789,2003-10-07
23882,9780307350510,Ojos de perro azul,Gabriel García Márquez,3.74,spa,192,3303,116,2006-02-07
23884,9781400043330,The General in His Labyrinth,Gabriel García Márquez/Edith Grossman,3.68,eng,248,11939,389,2004-10-26
23886,9780307350367,La increíble y triste historia de la cándida Eréndira y de su abuela desalmada,Gabriel García Márquez,3.9,spa,160,21,1,2006-02-07
23887,9780060882860,The Autumn of the Patriarch,Gabriel García Márquez/Gregory Rabassa,3.85,eng,255,12336,492,2006-03-14
23894,9780307350275,Cien años de soledad,Gabriel García Márquez,4.07,spa,512,52,7,2006-02-07
23895,9788467204360,El amor en los tiempos del cólera,Gabriel García Márquez,3.91,spa,430,54,1,1985-01-01
23900,9780307350404,Relato de un náufrago,Gabriel García Márquez,3.78,spa,172,2095,121,2006-02-07
23903,9788501011206,Relato de Um Náufrago,Gabriel García Márquez/Remy Gorga Filho,3.78,por,134,43,2,1995-04-15
23912,9780140422153,The Complete Poems,William Blake/Alicia Suskin Ostriker,4.24,eng,1072,7738,48,1977-11-24
23913,9780486281223,The Marriage of Heaven and Hell,William Blake,4.24,eng,48,7163,245,1994-09-01
23917,9780300100303,The Stranger from Paradise: A Biography of William Blake,G.E. Bentley Jr.,4.06,eng,632,79,10,2003-04-10
23919,9780385074070,The Complete Stories and Poems,Edgar Allan Poe,4.38,eng,821,183869,1226,1984-08-15
23920,9780785814535,Complete Tales and Poems,Edgar Allan Poe,4.38,eng,864,1864,110,2009-11-29
23922,9780694524198,The Edgar Allan Poe Audio Collection,Edgar Allan Poe,4.39,eng,5,289,64,2000-10-01
23925,9780440322276,18 Best Stories by Edgar Allan Poe,Edgar Allan Poe/Vincent  Price/Chandler Brossard,4.02,eng,288,412,37,1965-04-15
23926,9780517082454,Complete Poems (Library of Classic Poets),Edgar Allan Poe,4.17,en-US,128,198,11,2001-03-20
23928,9780816041619,Edgar Allan Poe A to Z,Dawn B. Sova,4.33,eng,320,8,0,2001-04-01
23929,9780140234442,Selected Letters  1940-1956,Jack Kerouac/Ann Charters,4.13,eng,656,804,21,1996-03-01
23930,9780802133311,The Wild Boys,William S. Burroughs,3.6,eng,193,2977,124,1994-01-12
